Presidential_Candidate,Message,Created_Time,Type,Link,story,Likes_Count,Comments_Count,Shares_Count,Engagement
Nana Addo Dankwa Akufo-Addo,"What does John Dramani Mahama want to continue? Is it the ‘dumsor’? Is it the record levels of unemployment? Today the NHIS has collapsed. Is this what he wants to continue? When schools reopen, every parent is in tears because there is no money to pay fees. Is this what he wants to continue?
 
Let no one deceive you that poverty is our lot in Ghana. This is not how God created us. God did not put us on this rich land to be poor. It is bad leadership that is making us poor. We are coming into office to create jobs and bring wealth and prosperity for all, without discrimination.

#ChangeIsComing",2016-09-23T18:30:58+0000,status,NA,NA,2539,206,250,2995
Nana Addo Dankwa Akufo-Addo,"“We have to save Ghana from John Dramani Mahama, and secure the future of our country. The continued stay in office of John Dramani Mahama is a threat to the future of our country. That is why in December, Ghanaians are voting for change. We (in the NPP) are coming to change Ghana, and bring in a government that is going to return the country onto the path of progress and prosperity,” - Nana Akufo-Addo (Tema West, September 2016)",2016-09-23T18:12:32+0000,link,http://nanaakufoaddo.org/index.php/567-audio-we-must-save-ghana-from-john-mahama-says-akufo-addo,NA,10240,339,432,11011
Nana Addo Dankwa Akufo-Addo,Arriving in Ashaiman,2016-09-23T17:09:00+0000,video,https://www.facebook.com/nakufoaddo/videos/10154525313904836/,Nana Addo Dankwa Akufo-Addo was live.,3215,1477,511,5203
Nana Addo Dankwa Akufo-Addo,Still in Tema,2016-09-23T15:22:33+0000,video,https://www.facebook.com/nakufoaddo/videos/10154525053974836/,Nana Addo Dankwa Akufo-Addo was live.,3523,1146,428,5097
Nana Addo Dankwa Akufo-Addo,At the Tema Fishing Harbour,2016-09-23T14:05:58+0000,video,https://www.facebook.com/nakufoaddo/videos/10154524880889836/,Nana Addo Dankwa Akufo-Addo was live.,3102,1446,533,5081
Nana Addo Dankwa Akufo-Addo,Akufo-Addo arrives in Tema East,2016-09-23T12:24:41+0000,video,https://www.facebook.com/nakufoaddo/videos/10154524607454836/,Nana Addo Dankwa Akufo-Addo was live.,3847,1774,574,6195
Nana Addo Dankwa Akufo-Addo,Video: Campaigning in Ayawaso West Wuogon,2016-09-23T09:40:50+0000,video,https://www.facebook.com/nakufoaddo/videos/10154524272034836/,NA,3168,78,543,3789
Nana Addo Dankwa Akufo-Addo,"“We support Nana Akufo-Addo, and we will push him into power so he can help us and change our circumstances. We are united as Chiefs, and together with our people, we will vote for change.” - Nene Kitcher Labaia IV, (Chief of Akplabanya, Sege Constituency. September 2016)",2016-09-23T07:30:00+0000,link,http://nanaakufoaddo.org/index.php/566-we-want-you-to-win-this-election-sege-chief-to-akufo-addo,NA,5179,128,371,5678
Nana Addo Dankwa Akufo-Addo,74 days more. #ChangeIsComing. Let's work hard and return hope to the people of Ghana.,2016-09-23T06:14:57+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.499066124835.277652.7893934835/10154523921839836/?type=3,Nana Addo Dankwa Akufo-Addo with Felix Siaw Jnr and Owusu Nketiah Ernest.,10021,244,499,10764
Nana Addo Dankwa Akufo-Addo,Akufo-Addo in Prampram,2016-09-22T17:32:43+0000,video,https://www.facebook.com/nakufoaddo/videos/10154522095279836/,Nana Addo Dankwa Akufo-Addo was live.,3599,1288,476,5363
Nana Addo Dankwa Akufo-Addo,"""Apart from being a movie star as many Ghanaians know me to be, I am also a parent and know how expensive it is to give your children quality education in this country. It is for this and other reasons that I have decided to join the voices for CHANGE by declaring my support for the Presidential Candidate of the NPP, Nana Addo Dankwa Akufo-Addo."" ~ Agya Koo",2016-09-22T10:23:35+0000,status,NA,NA,2162,85,78,2325
Nana Addo Dankwa Akufo-Addo,"""As a Ghanaian, I feel the pinch of the escalating prices of goods and services on the market and cannot keep quiet. I have, therefore, decided to join the call for change in the direction of leadership since it is the only way the country can see development and progress."" ~ Agya Koo",2016-09-22T09:47:46+0000,status,NA,NA,1670,50,50,1770
Nana Addo Dankwa Akufo-Addo,Video: Campaigning in Adenta,2016-09-22T09:18:23+0000,video,https://www.facebook.com/nakufoaddo/videos/10154520891219836/,NA,2169,52,353,2574
Nana Addo Dankwa Akufo-Addo,"According to figures from the Bank of Ghana, in two months, from end of May to end of July, 2016, the John Mahama government added GHS4.6 billion to the debt stock, taking it up to GHS109.8 billion.  At this rate, from GHS36 billion at the end of 2012 to nearly GHS110 billion when 2016 is yet to end, another 4 years of this NDC administration could so easily take the national debt beyond GHS400 billion (approximately US$100 billion). 

This is a frightening prospect with serious implications for our economy, quality of life, public sector delivery and infrastructural development. 

But, there is hope. The NPP is ready to offer solutions to the problems facing our economy. Join me and, together, let us bring about CHANGE on Dec. 7, 2016. There is hope for Ghana. There is hope for you! There is hope for your family. Vote for Change. Vote NPP.",2016-09-22T09:17:40+0000,status,NA,NA,5264,136,214,5614
Nana Addo Dankwa Akufo-Addo,"Video: Campaigning at the Pantang School of Nursing, Madina",2016-09-22T06:55:16+0000,video,https://www.facebook.com/nakufoaddo/videos/10154520664389836/,NA,1730,80,547,2357
Nana Addo Dankwa Akufo-Addo,The time for change is near. 75 days more ... #ChangeIsComing,2016-09-22T06:49:38+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.499066124835.277652.7893934835/10154520681709836/?type=3,Nana Addo Dankwa Akufo-Addo with Safia Labaran and 6 others.,12047,343,485,12875
Nana Addo Dankwa Akufo-Addo,Akufo-Addo arrives at Awoshie,2016-09-21T20:47:48+0000,video,https://www.facebook.com/nakufoaddo/videos/10154519158769836/,Nana Addo Dankwa Akufo-Addo was live.,2942,1626,418,4986
Nana Addo Dankwa Akufo-Addo,"“I am here to appeal to you. I know Obom/Domeabra, over the years, has not been voting for the NPP. We have never won Obom/Domeabra. We need change this year. I am appealing to you to come and ride on the back of the Elephant and help push the NPP into Jubilee House,” - Nana Akufo-Addo (Domeabra, September 2016)",2016-09-21T18:00:00+0000,link,http://nanaakufoaddo.org/index.php/565-change-your-voting-pattern-this-year-akufo-addo-appeals-to-obom-domeabra-residents,NA,6271,100,250,6621
Nana Addo Dankwa Akufo-Addo,#BrokenPromises #8isEnough,2016-09-21T07:36:40+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.499066124835.277652.7893934835/10154517344984836/?type=3,Nana Addo Dankwa Akufo-Addo with Ofori Benjamin and 7 others.,1506,40,71,1617
Nana Addo Dankwa Akufo-Addo,"“You heard Dr. Mahamudu Bawumia. He has made a commitment I want to underwrite. We are going to restore your allowances in full, when we come to power, God-willing, in 2017, as we are going to do with teacher trainees”. - Nana Akufo-Addo (Pantang, September 2016)",2016-09-21T07:21:21+0000,link,http://nanaakufoaddo.org/index.php/564-i-will-restore-your-allowances-in-full-akufo-addo-assures-nursing-teacher-trainees,NA,5393,179,252,5824
Nana Addo Dankwa Akufo-Addo,"""It is evident that the John Mahama government is not one that can be trusted to put people first. A government that puts corruption first can only pay lip service to putting Ghanaians first."" ~ Boakye Agyarko",2016-09-20T20:31:22+0000,status,NA,Nana Addo Dankwa Akufo-Addo updated his status.,1238,47,36,1321
Nana Addo Dankwa Akufo-Addo,"“I’m not making promises. I am offering solutions to the problems of this country, and not promises. However, in order to bring all these policies into fruition, I need you and the people of Greater Accra and the Ghanaian electorate in its entirety to vote for me and the NPP in this year’s elections,” - Nana Akufo-Addo (September 2016)",2016-09-20T15:48:07+0000,link,http://nanaakufoaddo.org/index.php/563-i-m-offering-solutions-to-ghana-s-problems-not-promises-akufo-addo,NA,16379,345,520,17244
Nana Addo Dankwa Akufo-Addo,"""Today, the relative-but-shaky stability that the President claims we are seeing has been made possible because of the IMF bailout.
 
""This simply confirms President Mahama’s incompetence and lack of vision. Ghanaians elected him to do a job. He has failed miserably. He then called the IMF who made him agree to all kinds of conditions before they offered their help. Now, Ghanaians have to endure hardship and suffering brought about by the austerity measures of the IMF."" ~ Boakye Agyarko",2016-09-20T04:46:36+0000,status,NA,NA,1132,48,54,1234
Nana Addo Dankwa Akufo-Addo,"""The NPP’s National Youth Employment Programme, which became GYEEDA under President Mills, was launched on October 3rd 2006. The pilot project which ushered it in had by this time employed nearly 33,000 youth in community education and agriculture. By the time the NPP left office on January 7, 2009, 110,000 young people were employed under the scheme. In under 2 years with the right policies in place, a positive change was made.
 
""Now compare that to what the NDC has done in Youth Employment. Immediately the NDC, took office, they created a horde of unemployed youth by laying off all these 110,000 young people previously employed.
 
""In these 8 years, the NDC has been unable to recruit even 100,000 youth, with their performance hovering around 70,000. What the NPP achieved in under two years, the NDC has been unable to achieve in 8 years."" ~ Boakye Agyarko",2016-09-20T04:41:10+0000,status,NA,NA,1020,32,50,1102
Nana Addo Dankwa Akufo-Addo,"""After all, President Mahama agreed with the IMF as one of the conditions for the bailout to lay off public sector workers starting from 2017. The agreement 2015 IMF report spells this out clearly:  
 
'The Government will undertake, with the assistance of development partners, a comprehensive plan to rationalize the size and increase the efficiency of the civil service and allied services on the payroll. The related strategic plan will be ready in December 2015, the results of which will inform the actual rationalization of staff, which is expected to begin in 2017.'
 
Source: 2015 IMF Country Report No.15/103, page 17, Sub-heading: CIVIL SERVICE REFORM. Memorandum of Economic and Financial Policy 65 (MEFP65).
 
‘Rationalization’ is another way of saying retrenchment, lay-off or downsizing.
 
""What this simply means is that the current freeze on employment in the public sector would not be lifted to give jobs to Ghanaians. Instead, the grand plan is to rob public sector workers of their jobs in 2017.
 
""Public sectors vote for Mahama at their own peril."" ~ Boakye Agyarko",2016-09-20T04:39:09+0000,status,NA,NA,1025,30,90,1145
Nana Addo Dankwa Akufo-Addo,"""With John Mahama’s track record, The NPP cannot fathom how the unemployment situation will improve under a future Mahama-led government."" ~ Boakye Agyarko, Policy Advisor to Nana Akufo-Addo",2016-09-20T04:15:37+0000,status,NA,NA,999,19,29,1047
Nana Addo Dankwa Akufo-Addo,"""Dear President John Dramani Mahama, if you succeeded in deceiving the voters of Ghana in 2012, do not take them for fools. You must realise that they trusted you more than you deserved."" ~ Boakye Agyarko",2016-09-19T22:26:42+0000,status,NA,Nana Addo Dankwa Akufo-Addo updated his status.,13472,201,147,13820
Nana Addo Dankwa Akufo-Addo,"""We can do what others are doing and many others take for granted: schools that work, decent homes, good jobs with good income for those willing to work, roads that are motorable and a public service system that works for the people."" ~ Boakye Agyarko",2016-09-19T22:24:28+0000,status,NA,NA,808,9,21,838
Nana Addo Dankwa Akufo-Addo,"""President Mahama has been the worst manager of the cedi in the last 15 years. The worst performance between 2001 and 2016 has been between 2012 and 2016 (during the tenure of John Mahama as President).  
 
""Nobody in the NDC has been able to come out to deny these facts."" ~ Boakye Agyarko",2016-09-19T22:18:11+0000,status,NA,NA,979,20,46,1045
Nana Addo Dankwa Akufo-Addo,"""And, yet they hear this economic mismanagement expert, President Mahama, promising to revive the factories created by Kwame Nkrumah. A little reminder, John. Many of these factories were completely buried, broken up and sold off by your previous NDC government in which you served as Minister."" ~ Boakye Agyarko",2016-09-19T22:10:12+0000,status,NA,Nana Addo Dankwa Akufo-Addo updated his status.,828,14,24,866
Nana Addo Dankwa Akufo-Addo,"""After all, Ghanaians know the manufacturing sector was doing far better under Mills than now under Mahama.
 
""They know the number of manufacturing companies, big and small, that have collapsed over the last four years and the number of people who have lost their livelihoods thereby."" ~ Boakye-Agyarko",2016-09-19T22:08:21+0000,status,NA,NA,868,15,26,909
Nana Addo Dankwa Akufo-Addo,"""The Ghanaian electorate is aware that growth in the industrial sector has declined sharply under Mahama, from 17% in 2011 to 2.0% in 2015.  And, yet, he claims to be transforming Ghana."" ~ Boakye-Agyarko",2016-09-19T22:06:25+0000,status,NA,NA,863,14,31,908
Nana Addo Dankwa Akufo-Addo,"""Just last week, Government was compelled to come out to effectively admit to newspaper publications that in order to pay salaries for September it had to take back almost half a billion Ghana Cedis allocated to various MDAs for their work. Among this amount was GH¢200 million the Treasury took back from the Ministry of Roads & Highways meant to construct roads and pay contractors for work already done.
 
""The future under another Mahama term would, indeed, be bleak. From their own resource allocation for the next four years, the likely scenario is that we are very likely not to have any money to pay salaries next year."" ~ Boakye-Agyarko",2016-09-19T22:03:02+0000,status,NA,NA,804,14,44,862
Nana Addo Dankwa Akufo-Addo,"""The fact that remains to be disputed by the NDC and cannot be disputed is that President Mahama has destroyed whatever little performance credibility that he inherited from his predecessor.
 
""And, the Mills performance itself was a retrogression on the Kufuor years."" ~ Boakye-Agyarko",2016-09-19T21:58:36+0000,status,NA,NA,733,13,25,771
Nana Addo Dankwa Akufo-Addo,"""Dear Ghanaians - it doesn’t matter which political party you support - the NPP urges you to fully consider the danger to your own livelihood and the threat to your future. Imagine the further hardship and suffering we will be compelled to endure with another four years of a Mahama Presidency."" ~ Boakye-Agyarko",2016-09-19T21:55:56+0000,status,NA,NA,1784,66,93,1943
Nana Addo Dankwa Akufo-Addo,"""If Ghana is in crisis today, then we hate to warn you that Ghana faces a catastrophe under a future Mahama government. If he could not care, when he knew he still had to go back to the electorate for another re-election mandate, then imagine, just imagine, how very insensitive and even more uncaring he would be if given another four years, after which he doesn’t need to go and beg the electorate. There will be plenty trouble."" ~ Boakye-Agyarko",2016-09-19T21:37:30+0000,status,NA,NA,891,26,45,962
Nana Addo Dankwa Akufo-Addo,"""Now, I would like us to embark on a little mathematical exercise regarding the budgeting as prepared by the NDC for 2017-2019. 60 billion Ghana Cedis (GH¢60,293,080,078) out of the resource allocated for 2017, 2018 and 2019 will be used to service the nation’s debt.
 
""For 2017, the NDC has already provisioned a total of GH¢34 billion for MDAs. The total resource envelope for 2017 is ¢56,689,811,909. Now, let us look at how much trouble we find ourselves in.
 
""Please pay rapt attention. 

""Out of this GH¢56,689,811,909, salaries and wages, will be allocated GH¢15.6 billion. (15,604,905,129).
 
""Payment of debts will be GHC¢17.55 billion, (some GH¢11,178,409,057 for interest payments and GH¢6,371,656,454 for loan repayments and GH¢1.9 billion to settle non-road arrears alone).
 
""If you add up these items, the Mahama government will have less than GH¢3 billion in precise figures, GH¢2,903,499,974 to spend.
 
""The GH¢3 billion left will be expected to take care of the following:
GH¢11.77 billion on grants to other government units;
GH¢6.6 billion must be spent on capital expenditure; 
GH¢2 billion on goods and services for MDAs;
GH¢1 billion on tax refund;
GH¢83.5 million on social benefits
GH¢50 million on subsidies, which the election-time ONLY ‘Social Democratic’ government says it intends to use to cushion the hardships it has imposed.
 
""These items come up to a total of GH¢23.7 billion. Out of the GH¢2.9 billion left over, the Government will have to spend GH¢23.7 billion on all the other things in the Budget."" ~ Boakye-Agyarko",2016-09-19T21:30:54+0000,status,NA,NA,680,42,48,770
Nana Addo Dankwa Akufo-Addo,"""Now, before you clever journalists start saying how will an Akufo-Addo government manage to execute the solutions in our Manifesto when, God willing, elected to take charge from January 7, 2017, let me serve notice that in the next few weeks we will outline how we intend to deal with the debt situation.
 
""We found a solution in 2001 after the then NDC regime left Ghana in debt after eight years in office and we want you to trust that we shall find another solution to deal with the current debt crisis created over the last eight years by this NDC government."" ~ Boakye-Agyarko",2016-09-19T18:51:02+0000,status,NA,NA,1203,55,76,1334
Nana Addo Dankwa Akufo-Addo,"""Having poorly managed the economy and blatantly misused public funds, there is evidence that the NDC government would have no money to fund their new catalogue of promises.
 
""Ghana is broke. There is also evidence that John Mahama if re-elected will not have the credibility, competence, the integrity and innovative ideas to fix it."" ~ Boakye-Agyarko",2016-09-19T18:49:20+0000,status,NA,Nana Addo Dankwa Akufo-Addo updated his status.,1337,38,54,1429
Nana Addo Dankwa Akufo-Addo,"""There is also evidence that John Mahama if re-elected will not have the credibility, competence and the integrity and the innovative ideas to fix it. On 28th June, 2016, the Mahama Government published for the attention of all Ministries, Departments and Agencies, ‘Guidelines for the Preparation of the 2017-2019 Budgets.’
 
""It provides a caution that finances are extremely tight and states that “Due to the continuous increase in the wage bill, as well as interest payments, and amortization among others, MDAs are entreated to budget within the given ceiling.”
 
""What an interesting state of affairs. You campaign with a set of promises. You are voted into office. You borrow billions of dollars. You spend these billions recklessly. You cannot fulfil your promises. Money becomes tight. In spite of this, you go on to make even more grandiose promises to Ghanaians. And then behind their backs you tell those who execute these promises to try and work within a small budget. Only John Mahama, for whom making and breaking promises is a way of life, can govern Ghana this way.
 
""So, as Ghanaians listen to the flowery promises, please bear in mind that the Mahama government already knows how much it has programmed to spend and how very little that can do. Also from 2017, Ghana will pay more in servicing our debts than on paying wages and salaries."" ~ Boakye-Agyarko",2016-09-19T18:47:39+0000,status,NA,NA,739,21,33,793
Nana Addo Dankwa Akufo-Addo,"""Ghana, as Nana Akufo-Addo famously remarked, is not poor, but it is bad leadership that makes us poor. President John Mahama can never fight corruption even if he is forced to."" ~ Boakye-Agyarko",2016-09-19T18:28:58+0000,status,NA,NA,7878,79,87,8044
Nana Addo Dankwa Akufo-Addo,"""While, all this incompetence and corruption is going on, our neighbor Burkina Faso, which is drier than Ghana, through various irrigation schemes is growing big, juicy, delicious strawberries for export and processing strawberries into jam.
 
""Meanwhile, here in Ghana we are subjected to leaders who know how to fly ‘akomfem’ to Burkina Faso, but do not believe the NPP can provide irrigation to help our poor farmers in the North through its One Village: One Dam solution. For lack of vision, Ghanaians suffer!"" ~ Boakye-Agyarko",2016-09-19T18:26:56+0000,status,NA,NA,1488,29,82,1599
Nana Addo Dankwa Akufo-Addo,"""Today, under Mahama, Ghana is spending $1.4 million per km to asphalt roads, against the African average of $600,000. (Source; Study on Road Infrastructure Costs: Analysis of unit costs and cost overruns of road infrastructure projects in Africa –– AfDB Chief Economist’s Report, 2014)."" ~Boakye-Agyarko",2016-09-19T18:22:53+0000,status,NA,NA,1190,12,75,1277
Nana Addo Dankwa Akufo-Addo,"""This anecdote illustrates why we feel strongly that Mahama at the helm slows our development. On Nov 8, 2015, GNA reported that the Greater Accra Regional Minister, Nii Laryea Afotey Agbo, together with the Kpone Katamanso District Assembly had inaugurated a 6-unit classroom block, with dual desks, at Katamanso Presbyterian School at a cost of GH¢510,000. <U+FFFD>""Twenty days later, on Nov 28, GNA reported that the MTN Ghana Foundation had inaugurated a fully-furnished six-unit classroom block, an office and a store at a total cost GH¢ 170,000 for the Asikasu Methodist Basic School in the Upper West Akyem District in the Eastern Region. <U+FFFD>""What this tells us is that the private sector can build schools at three times less than the Mahama government. This means that for every school built by the Mahama government, three schools could have been built with the same amount.
""If the choice then is between President Mahama and MTN or a leader like Nana Akufo-Addo, who is incorruptible and will provide Ghanaians value for their money, who should Ghanaians choose?"" ~ Boakye-Agyarko",2016-09-19T18:07:43+0000,status,NA,NA,871,29,67,967
Nana Addo Dankwa Akufo-Addo,"""In today’s Ghana, with so much suffering and hardship, nothing shows that John Mahama has put Ghanaians first. After all today, they pay more for their electricity than their rent. They bear testimony to how four years of Dumsor destroyed their small businesses.
 
""And Ghana’s young people have lived the nightmare of searching for non-existent jobs, a situation that has led to nearly half of their population being jobless."" ~ Boakye-Agyarko",2016-09-19T17:49:56+0000,status,NA,NA,1255,31,50,1336
Nana Addo Dankwa Akufo-Addo,"""President Mahama wants Ghanaians to believe that if re-elected, he would “ensure equitable development for all our citizens.” The reality is, however, starkly different. Even members of his own party recognise that the President’s ‘Better Ghana Agenda’ has been for the benefit of only his family and friends."" ~ Boakye-Agyarko",2016-09-19T17:43:51+0000,status,NA,NA,1067,25,38,1130
Nana Addo Dankwa Akufo-Addo,"""Voters can be forgiving, if a performing government fails to fulfil some line items in its manifesto. The purpose of government is to improve the lives of its people.
 
""Are people better off as you promised? Are businesses doing well? Have you improved the quality of delivery of public services? Have you strengthened the institutions of state and deepened democratic governance? Have you improved the management of the economy and public finances? Have you tackled corruption and waste in public expenditure?
 
""These are the benchmarks by which Ghanaians should measure President Mahama’s performance not the phantom achievements outlined in the Green and promises in the manifesto which they intend to break. In their rule book, promises are made to win an election and not to govern a nation."" ~ Boakye-Agyarko",2016-09-19T17:40:33+0000,status,NA,NA,929,7,37,973
Nana Addo Dankwa Akufo-Addo,"""In spite of all the efforts by our main opponents, the NDC, to dumb down the debate and get the electorate to focus less on bread and butter issues, we, of the NPP, understand politics to be nothing but a competition of innovative ideas to propel a country forward. And these ideas can only be successfully executed with the right mix of competence, conviction, discipline and integrity."" ~ Boakye-Agyarko",2016-09-19T17:38:41+0000,status,NA,NA,1123,8,39,1170
Nana Addo Dankwa Akufo-Addo,"""The decision in December will revolve essentially around whether Ghanaians should give President Mahama and the National Democratic Congress (NDC) another four years – making a total of twelve straight years in office; or whether Ghanaians will vote for change and bring back, after eight years out of office, the New Patriotic Party, under the new leadership of Nana Addo Dankwa Akufo-Addo."" - Boakye-Agyarko",2016-09-19T17:37:02+0000,status,NA,NA,1083,41,48,1172
Nana Addo Dankwa Akufo-Addo,"""In the past four years, Ghanaians have found out the hard way that elections have consequences, which may not always be pleasant.
 
""The choices we make on Election Day will not only determine the direction Ghana will be led on for the next four years, but also the impact of this stewardship on our country long after the four-year term has ended."" ~ Boakye-Agyarko",2016-09-19T17:35:13+0000,status,NA,NA,770,3,28,801
Nana Addo Dankwa Akufo-Addo,"""There is no greater fraud than a promise not kept. If you succeed in deceiving the electorate, do not take them for fools. Realize that the people of Ghana trusted you more than you deserved."" ~ Boakye-Agyarko",2016-09-19T17:33:14+0000,status,NA,NA,1209,24,76,1309
Nana Addo Dankwa Akufo-Addo,"""According to their manifesto: “Twelve million five hundred thousand (12.5million) English, Mathematics and Science textbooks were distributed to public basic schools between 2013 and 2015. This enabled Ghana to exceed the universal textbook-pupil ratio of three textbooks to one pupil.”
 
""We note that the Education Sector Performance of 2016, published by the Ministry of Education, clearly indicates that the Core Textbook to pupil ratio” in public basic schools both at the National and Deprived District levels have been in decline since 2013/14. At the national level, it fell from 2.2 in 2013/14 to 2.0 in 2014/15 and to 1.7 in 2015/16. At the Deprived District level, the figures for the corresponding years are 2.1, 1.8 and 1.6 respectively. (See page 21, Table 13)."" ~ Boakye-Agyarko",2016-09-19T17:32:00+0000,status,NA,NA,777,26,52,855
Nana Addo Dankwa Akufo-Addo,"""The NDC believes they can lie their way into another term. On Page 10, they claim: “One hundred million (100,000,000) free exercise books have been distributed.” They make the exact claim in their Green Book and add that a total of forty two million exercise books were distributed in 2013 and 2014. Does this mean they supplied 58 million exercise books in 2015 alone? We urge the media to ask for directions to where the evidence might be based."" ~ Boakye-Agyarko",2016-09-19T17:30:05+0000,status,NA,NA,641,8,35,684
Nana Addo Dankwa Akufo-Addo,"""Today, we want to focus our attention on assessing the credibility of the President’s intentions, as captured in the four thematic areas, around which the NDC manifesto was prepared.
 
 
1. ""PUTTING PEOPLE FIRST
 
Putting people first suggests that whatever government policies are in place should benefit the people positively. This leads to the question: “How many Ghanaians believe the President has put them first in the last four years?” ~ Boakye-Agyarko",2016-09-19T17:28:26+0000,status,NA,NA,803,13,38,854
Nana Addo Dankwa Akufo-Addo,NA,2016-09-19T17:21:45+0000,video,https://www.facebook.com/newpatrioticparty.org/videos/909741529158491/,Nana Addo Dankwa Akufo-Addo shared New Patriotic Party (NPP: Development in Freedom)'s live video.,595,16,0,611
Nana Addo Dankwa Akufo-Addo,"Campaign Launch of Hon. Hawa Koomson, MP for Awutu Senya East",2016-09-18T16:39:01+0000,video,https://www.facebook.com/nakufoaddo/videos/10154509067244836/,Nana Addo Dankwa Akufo-Addo was live.,4098,3004,1048,8150
Nana Addo Dankwa Akufo-Addo,"“I have not been paid, but from the bottom of my heart, I am endorsing Nana Akufo-Addo and his running mate Dr Mahamudu Bawumia to bring positive change to Ghanaians because there is so much miasma in the country,” adding: “I will endorse them anytime the two of them contest for any position.” - Dada KD",2016-09-17T11:00:00+0000,link,http://nanaakufoaddo.org/index.php/562-i-ll-endorse-akufo-addo-any-day-dada-kd,NA,5899,232,276,6407
Nana Addo Dankwa Akufo-Addo,https://www.facebook.com/MBawumia/posts/1106689802757361,2016-09-12T14:15:16+0000,link,https://www.scribd.com/document/323701705/THE-STATE-OF-THE-GHANAIAN-ECONOMY-A-Foundation-of-Concrete-or-Straw-Lecture,NA,3252,92,141,3485
Nana Addo Dankwa Akufo-Addo,"I wish all Muslims in Ghana and around the world, a joyful Eid ul-Adha celebration. I pray that the spirit of sacrifice that inspired Prophet Ibrahim to accept God's command to sacrifice his son Ishmael will continue to animate our activities and dealings with one another as faithfuls of God and as citizens of Ghana.
 
The month of zhul-hijja, in which the Hajj and Eid activities take place, is one of Islam's holiest months. May we all take advantage of this month to pray for the success of our country and to pledge to do all in our power to contribute to the forward movement of Ghana, including our ability to sacrifice for the progress of our motherland.

We should pray also, in this election year, for credible, fair and transparent elections whose peaceful outcome will further consolidate the peace, unity and democracy of Ghana. 

The Prophet Ibrahim is the father of all of us Christians, Jews and Muslims. I therefore pray for peace and unity between us as we reflect on the life of one of the most obedient servants of God.
 
Once again I wish all Muslims a happy Eid celebration. Eid-ul Mubarak",2016-09-12T10:02:12+0000,status,NA,NA,3887,151,142,4180
Nana Addo Dankwa Akufo-Addo,"""The NPP believes in empowering the Ghanaian private sector. We will pass legislation to require that at least 70% of all taxpayer-financed contracts and procurements be executed by local corporate entities.
""In addition, the NPP will introduce a policy requiring that at least 30% of the required 70%, as far as possible, be sourced from entities owned by youth, women and people living with disabilities."" ~ Bawumia",2016-09-09T19:43:58+0000,status,NA,NA,2151,89,89,2329
Nana Addo Dankwa Akufo-Addo,"""The key to job creation in our present circumstances has to be a change in government to allow for a more competent management of the economy."" ~ Bawumia",2016-09-09T18:39:40+0000,status,NA,NA,1973,47,56,2076
Nana Addo Dankwa Akufo-Addo,"""The NPP will restore and maintain macroeconomic stability through the pursuit of sound policies in the context of an enhanced institutional framework to underpin macroeconomic stability. Macroeconomic stability is built around three pillars: monetary discipline, fiscal discipline and financial stability. To reinforce monetary discipline, the Bank of Ghana Act (2002) established the Monetary Policy Committee (MPC) to guide the implementation of monetary policy. The other two pillars (fiscal discipline and financial stability) have no such institutional anchors."" ~ Bawumia",2016-09-09T16:36:14+0000,status,NA,NA,1740,42,66,1848
Nana Addo Dankwa Akufo-Addo,"""Another argument that President Mahama has been making recently is that the last eight years have been spent building a good foundation despite what he terms as challenges and that the economy is now ready for take-off. Brighter days are just around the corner, especially with the coming on stream of oil production from the TEN and SANKOFA oilfields.
""We should note that the “brighter days are just ahead” mantra has been repeated by this government since 2009. Ghana has always had opportunities which make the prospects look bright. The problem, however, is not the prospects but the management of the opportunities to realize those prospects.
""When Ghana discovered oil in 2007 there was a lot of euphoria about brighter days ahead. The World Bank, IMF and ratings agencies similarly predicted brighter days ahead for Ghana but after eight years of NDC government, today our economy is in decline, and we are a country at high risk of debt distress depending on the IMF for a bailout. Where did the brighter days go? The fact is that you cannot achieve brighter days with mismanagement, incompetence and corruption.
""President Mahama has talked about brighter days ahead every year since 2012. But it is all talk.
""What we have been given are dark days with Dumsor, unemployment, high taxes, high utility prices and high cost of living. The opportunity offered by the Jubilee oil discovery has been squandered by poor management, and Ghanaians are now being asked to give the new opportunity offered by the TEN oil fields to the same President and the same government who mismanaged the opportunity of Jubilee."" ~ Bawumia",2016-09-09T16:33:20+0000,status,NA,NA,1849,100,80,2029
